"LabCode","SamplingLocation"
"----","H-27, No.3, H-57, No.2, H-18, No.7, H-44, No.6　3ｃ2ｂ, H-21, No.5, H-52, No.4, H-57, No.1, 炭窯１　埋土層, 第3調査区3地点　Ⅳb層　C14-3, 第1調査区5地点泥層中部　C14-5, 第1調査区5地点泥層最下部　C14-6, 第3調査区7地点　Ⅳb層　C14-4, 第3調査区1地点　Ⅲc層最上部付近に倒木していた丸太材　C14-2, 第3調査区1地点　Ⅲc層底部　C14-1, 炭窯２　埋土層, 燃焼室内炭層　14C-4, 灰原SW　14C-5, 焚口畦炭層　14C-6, 燃焼室内炭層　14C-3, 焚口畦炭層　14C-2, SK2120, 燃焼室内炭層　14C-1"
"09R0912","試料A　Aトレンチ7区純貝層,重量約10g"
"09R0913","試料B　Aトレンチ7区純貝層,重量約10g"
"09R0914","試料C　Aトレンチ7区純貝層,重量約3g"
"Gak-15583","旧河道岸　杭材"
"Gak-15584","旧河道南壁土層　①層"
"Gak-15588","旧河道内自然木　⑬層内"
"Gak-15589","旧河道内自然木　㉗層内"
"Gak-15590","旧河道内自然木　⑩層内"
"Gak-15631","3号住居　柱穴"
"Gak-15632","4号竪穴状遺構内"
"Gak-15720","350号遺構(木炭窯)第1炭化物層中"
"Gak-15721","188H　床面"
"Gak-15722","251H　床面"
"Gak-15723","298H"
"Gak-15724","494土壙"
"Gak-15741?","試料№:№2　第3地点, 試料№:№3　第3地点, 試料№:№1　第2地点"
"Gak-15761","集石土坑SX36　坑底"
"GaK-15772","1号住居址　床面直上出土壺型土器内容物"
"GaK-15774","松戸市　国分谷　地点h砂層中　Ⅲ層上限付近"
"Gak-15775","139号A･B住居跡"
"Gak-15776","139号A･B住居跡"
"Gak-15777","95号住居跡"
"Gak-15778","95号住居跡"
"Gak-15779","105号住居跡"
"Gak-15780","105号住居跡"
"Gak-15799","腐植質層"
"Gak-15800","腐植質層"
"Gak-15802","製鉄炉D13 CTR-1 北半分3層"
"Gak-15811","資料№1　HK−T4−№31　"
"GaK-15811","資料№:1　HK-T4-№31"
"Gak-15812","資料№2　HK−T1−№1029　"
"GaK-15812","資料№:2　HK-T1-№1029"
"GaK-15894","第3地点　SD01-4層"
"GaK-15895","第4地点　ⅩⅦb層"
"GaK-15896","第5地点　ⅩⅤb層"
"Gak-15897","第51号土坑"
"Gak-15898","第29号竪穴住居跡"
"Gak-15899","杭列Ⅰ　杭材"
"Gak-15900","第8号溝跡"
"Gak-15901","第1号溝跡"
"Gak-15905","2号住居址"
"Gak-15906","3号住居址"
"Gak-15907","4号住居址"
"Gak-15909","2号集石土坑"
"Gak-15918","78号住居北側拡張"
"Gak-15919","102号住居"
"Gak-15950","4地点 d"
"Gak-15951","4地点  j"
"Gak-16024","7H床面"
"Gak-16025","118H床面"
"Gak-16038","試料№:W-85　N3W6　流木"
"Gak-16042","試料№:W-261　N3W7　流木"
"Gak-16059","試料番号:2　不明木製品"
"Gak-16060","試料番号:3　下駄"
"Gak-16061","試料番号:4　下駄"
"Gak-16062","試料番号:5　刳物"
"Gak-16063","試料番号:6　土錘"
"Gak-16064","試料番号:7　柱"
"Gak-16065","試料番号:8　柱根"
"Gak-16066","試料番号:9　炭化物"
"Gak-16067","試料番号:10　炭化物"
"Gak-16074","SK01"
"Gak-16075","土塁トレンチⅢ層(炭化物混り土壌)"
"GaK-16124","3号集石土坑"
"GaK-16125","3号集石土坑"
"GaK-16127","4号集石土坑"
"GaK-16147","NMライントレンチ(NM47グリッド)　4層"
"GaK-16148","NO48グリッドD 6-a層"
"GaK-16149","NP47グリッドB 6-a層"
"GaK-16150","SI06"
"GaK-16151","SI22"
"GaK-16152","SX27"
"GaK-16153","Skp36"
"GaK-16154","SP199"
"GaK-16158","LK43区　Ⅱ層"
"GaK-16159","SI617"
"GaK-16161","旧流路埋積物　最下部粘土層"
"GaK-16162","第8号袋状土坑(9層), Fトレンチ黒色炭化物粘土層"
"Gak-16200","6層上部"
"Gak-16207","7区出土　原木　EⅢ層"
"Gak-16208","7区出土　原木　EⅢ層"
"Gak-16209","7区出土　原木　EⅢ層"
"Gak-16210","7区出土　原木　EⅢ層"
"Gak-16211","6/7区　第1地点　GⅠ層"
"Gak-16212","6/7区　第1地点　GⅠ層"
"Gak-16213","6/7区　第1地点　GⅠ層"
"Gak-16214","6/7区　第1地点　GⅡ層下部"
"GaK-16221","SM-91 0823 VB131　埋土上部4"
"GaK-16222","SM-91 0822　VB3号住　埋土上部3"
"GaK-16223","SM-91 0530 ⅢA11号住　埋土下部2"
"GaK-16224","MK-91 3H住　床面"
"Gak-16238","78次調査　縄文時代の河川堆積土中"
"GaK-16242","B-18グリッド"
"GaK-16281","No.6地点　Gセクション　D2亜層"
"GaK-16282","No.6地点　Gセクション　C6亜層"
"GaK-16283","No.6地点　Gセクション　A1亜層"
"GaK-16284","A1亜層"
"GaK-16285","D1亜層"
"GaK-16286","E層"
"GaK-16288","No.1-A地点　旧河道Ⅱ−Ⅱ'セクション　J1-1亜層"
"GaK-16289","No.1-A地点　旧河道中州西側'セクション　J1-1亜層"
"GaK-16294","SI-09　覆土最下層"
"GaK-16295","SI-12　覆土最下層"
"Gak-16331","試料№:1　Ⅱ区北側谷部"
"Gak-16332","試料№:2　Ⅱ区北側谷部"
"GaK-16361","Ⅲ2層"
"GaK-16362","Ⅲ1層"
"GaK-16363","Ⅲ層"
"GaK-16364","Ⅲ層"
"GaK-16367","Ⅴ層"
"GaK-16368","Ⅶ層"
"GaK-16369","Ⅲ層"
"Gak-16377","竪穴36"
"Gak-16378","竪穴36"
"Gak-16379","竪穴34"
"Gak-16380","竪穴34"
"Gak-16382","121号土坑　8層"
"Gak-16383","121号土坑　8層"
"Gak-16384","1号井戸"
"Gak-16385","1518住"
"Gak-16386","993住"
"Gak-16387","竪穴13"
"Gak-16388","956住"
"Gak-16389","94号土坑"
"Gak-16390","竪穴12"
"Gak-16391","竪穴12"
"Gak-16403","Eトレンチ炭化物層"
"Gak-16416","土坑1"
"Gak-16417","土坑5"
"Gak-16418","土坑6"
"Gak-16421","P地区粘土採掘跡"
"GaK-16438","粘土層(三浦層)　杭　"
"GaK-16439","礫層"
"GaK-16443","Ⅶ層"
"Gak-16471","下部砂層最下部"
"Gak-16472","8号墳　主体部埋土上層"
"Gak-16473","8号墳　主体部埋土中層"
"GaK-16476","SR21(南溝出土炭化材A)"
"GaK-16478","SJ30　炭化材6"
"Gak-16479","Ⅸ層上部　SQ001"
"Gak-16480","Ⅸ層上部　SQ002"
"Gak-16482","Ⅸ層上部　SQ004"
"Gak-16483","Ⅵ層　SK2140"
"Gak-16484","Ⅷ層　SK7002"
"Gak-16485","Ⅸ層　炭化物集中34"
"Gak-16486","Ⅸ層　SK7156"
"Gak-16488","第2次調査区　黒褐色砂礫混じり土層"
"GaK-16489","主郭西側テラス城部分"
"GaK-16490","SB4"
"GaK-16491","SK83"
"GaK-16492","SK84"
"GaK-16493","SK15"
"GaK-16494","SD101, Ⅹ層"
"Gak-16500","D3区　25-1層上面　SD10　覆土最下層"
"Gak-16502","5b層"
"Gak-16505","4b層下部"
"Gak-16506","6b層中"
"Gak-16540","SX202"
"Gak-16541","SX204"
"GaK-16581","SD220-9区　7層最上部"
"Gak-16649","B2層上部"
"Gak-16650","D2層"
"Gak-16669","A区　層位Ⅵ"
"GaK-16718","ボーリング試料9層"
"Gak-16795","土壙No.46, 土壙No.9"
"GaK-16805","SI617"
"Gak-16807","試料№:№1　終沈区N13W27トレンチ"
"Gak-16808","試料№:№2　終沈区N14W29"
"Gak-16809","試料№:№3　終沈区N13W27"
"GaK-16810","第8号土坑"
"GaK-16811","第1号土坑"
"GaK-16812","第1号屋外炉"
"GaK-16815","第3号住居跡　床面"
"GaK-16816","第7号住居跡　床面直上"
"GaK-16817","第37号住居跡　床面直上"
"GaK-16821","SD03"
"GaK-16822","SK02"
"GaK-16823","SK10"
"Gak-16824","不明"
"Gak-16825","不明"
"Gak-16826","不明"
"Gak-16827","不明"
"Gak-16828","不明"
"Gak-16829","不明"
"GaK-16838","第689号土坑　底面上約30cm"
"Gak-16843","第8号土壙墓　埋土"
"Gak-16844","第4号土壙墓　埋土"
"Gak-16855","不明"
"Gak-16856","不明"
"Gak-16857","不明"
"Gak-16921","第3地点"
"GaK-16931","3層下部"
"GaK-16932","6層"
"GaK-16934","76号貯蔵穴"
"GaK-16936","15層"
"GaK-16939","14層"
"GaK-16953","ⅦA-1号土坑　埋土下部"
"GaK-16955","ⅠD-6i区石器類出土集中区、基本層序Ⅳ〜Ⅴ層"
"GaK-16956","N20木炭窯　"
"GaK-16957","N22区"
"GaK-16958","M22　木炭窯"
"GaK-16959","M18　木炭窯"
"GaK-16960","M20区　トレンチ"
"Gak-16984","B区6号土坑埋積層"
"Gak-17037","3号水田跡　耕作土直下"
"Gak-17038","4号水田跡　耕作土内"
"Gak-17053","試料№:№4　終沈区A地点"
"Gak-17054","試料№:№5　終沈区(N14･15W24･25･26)"
"GaK-17083","4区2号土坑下層"
"GaK-17084","5区1号溝"
"Gak-17165","試料番号:C13　焼土11"
"Gak-17166","試料番号:C14　22号落し穴　上層"
"Gak-17167","試料番号:C15　23号落し穴　中〜下層"
"Gak-17168","試料番号:C16　25号落し穴　上層"
"Gak-17169","試料番号:C17　40号落し穴　上〜中層"
"Gak-17170","試料番号:C18　48号落し穴　上〜中層"
"Gak-17175","25住P1"
"Gak-17176","25住"
"GaK-17215","B3区　5層上部"
"GaK-17216","B3区　5層下部"
"Gak-17258","Ⅸ層中部　SK1110"
"Gak-17259","Ⅶ層上面　炭化物集中3"
"Gak-17271","Ⅵ層上面　SK10024"
"Gak-17272","Ⅵ層上面　SK10025"
"Gak-17273","Ⅵ層上面　SK10026"
"Gak-17274","Ⅵ層上面　SK10027"
"Gak-17275","Ⅵ層上面　SK10029"
"Gak-17276","Ⅸ層上部　SF1013"
"Gak-17277","Ⅷ層　SF1002"
"Gak-17278","Ⅺ層　SF1019"
"Gak-17279","Ⅻ層　包含層"
"GaK-17292","第1文化層　Ⅳ層"
"GaK-17294","B-19グリッド　底面より20cmの高さ, B-19グリッド　底面より30cmの高さ"
"GaK-17298","第1文化層　Ⅳ層"
"Gak-17331","炭焼き遺構"
"Gak-17335","SD01 根株"
"Gak-17337","SD01 根株"
"Gak-17340","5号住居跡"
"Gak-17341","5号住居跡"
"Gak-17342","試掘12地点"
"Gak-17343","試掘12地点"
"Gak-17344","5区北壁(18地点)"
"Gak-17345","5区北壁(18地点)"
"Gak-17347","5区西壁(E-4)"
"Gak-17348","5区西壁(E-4)"
"Gak-17349","5区西壁(E-4)"
"Gak-17350","3区北壁(10地点)"
"Gak-17351","3区北壁(10地点)"
"Gak-17352","6区西壁(22地点)"
"Gak-17353","4区南壁(13地点)"
"Gak-17354","4区南壁(13地点)"
"GaK-17377","023住居跡"
"GaK-17378","023住居跡"
"GaK-17379","034遺構"
"GaK-17382","034遺構"
"GaK-17414","A6区　4K-8G"
"GaK-17431","中央調査区・SD11下層,No.1"
"Gak-17461","試料№:№352　竪穴住居内床面"
"Gak-17462","試料№:№381　 竪穴住居内柱穴　"
"Gak-17463","試料№:№414　竪穴住居内"
"Gak-17464","試料№:№352　環濠内埋土中　(1994年に測定を実施)"
"GaK-17477","SI22　埋土上位"
"GaK-17478","SI22　埋土下位"
"GaK-17479","捨て場LS45グリッド　Ⅳ層"
"GaK-17482","3区東 E4-w8上部層(環状盛土遺構)"
"GaK-17483","6号住居跡　貯蔵穴周辺床面直上"
"GaK-17484","1号住居跡　床面直上"
"GaK-17485","10号住居跡　床面直上"
"Gak-17501","土器捨て場　H04-25"
"GaK-17533","SK01"
"GaK-17534","SJ02"
"GaK-17535","SJ10"
"GaK-17536","SR16"
"GaK-17537","SK31"
"Gak-17543","№113層上部"
"Gak-17544","№215層上部"
"Gak-17545","№315層下部"
"Gak-17547","F13-5グリッド　3層"
"Gak-17548","I-4グリッド　2層b)"
"Gak-17549","Ⅸ層中部"
"Gak-17551","Ⅻ層上面　SF803"
"Gak-17552","Ⅸ層中部　東壁SF"
"Gak-17553","Ⅸ層下部　SX825"
"Gak-17554","Ⅸ層上面　SX811"
"Gak-17557","試料番号:1(炭化木1号)　E-27区"
"Gak-17558","試料番号:2(炭化木2号)　G-29区"
"Gak-17559","試料番号:3(炭化木3号)　F-28区"
"Gak-17560","SX-42 1層"
"Gak-17561","SKI01"
"Gak-17573","SI16"
"Gak-17574","SI16"
"Gak-17581","竪穴5　床面"
"Gak-17582","竪穴5　床面"
"Gak-17583","竪穴5　床面"
"Gak-17584","トレンチT26 3地点　試料番号10"
"Gak-17585","トレンチT26 3地点　試料番号11"
"Gak-17586","トレンチT26 3地点　試料番号13"
"Gak-17592","トレンチT13拡張1地点　試料番号14C-2"
"Gak-17593","トレンチT13拡張1地点　試料番号14C-4"
"Gak-17596","トレンチT13拡張1地点　試料番号14C-7"
"Gak-17597","トレンチT13拡張1地点　試料番号14C-8"
"Gak-17598","トレンチT13拡張1地点　試料番号14C-9"
"GaK-17645","ST182"
"GaK-17646","ST103"
"Gak-17653","SF01"
"Gak-17654","第12号住居址"
"Gak-17661","38層"
"Gak-17662","38層"
"Gak-17663","38層"
"Gak-17664","42層"
"GaK-17690","Ⅰ区湿地　杭"
"Gak-17735","不明"
"Gak-17736","不明"
"GaK-17737","-50"
"GaK-17738","-20"
"GaK-17739","-30"
"GaK-17740","-30"
"GaK-17741","-30"
"Gak-17742","第38号土坑　埋土"
"GaK-17743","第3号住居跡カマド左脇ピット1　覆土"
"GaK-17744","第9号住居跡カマド燃焼部　直上"
"GaK-17745","第11号住居跡ピット3　　覆土"
"Gak-17747","第3号住居床"
"Gak-17748","第18号住居床"
"Gak-17750","105H覆土"
"Gak-17751","85H床面"
"Gak-17752","41H覆土"
"Gak-17753","10H床面"
"Gak-17754","52H覆土"
"GaK-17755","30号土坑　覆土"
"GaK-17756","65号土坑"
"GaK-17758","SI05"
"GaK-17759","SK10"
"GaK-17760","SK1026"
"GaK-17761","SI1032"
"GaK-17766","SK2007"
"GaK-17767","SK2009"
"GaK-17768","SK2014"
"GaK-17777","SK2100"
"GaK-17780","ST50　覆土"
"GaK-17781","ST15　柱穴"
"GaK-17782","SK13　覆土"
"GaK-17783","SK3"
"Gak-17815","ST702"
"Gak-17816","ST708"
"GaK-17824","3E20区"
"GaK-17825","J11焼土址"
"Gak-17829","3号製鉄炉地下構造部"
"Gak-17830","5号溝　覆土"
"GaK-17831","2層"
"GaK-17832","3層"
"Gak-17842","C区試掘3層"
"Gak-17843","C区試掘5層"
"Gak-17846","C区1号溝16層"
"Gak-17872","9区　Ⅲ層　流木"
"Gak-17873","9区　Ⅶ層上部"
"GaK-17891","SX-017(西トレンチ)"
"GaK-17892","t18"
"Gak-17894","試料番号:№1　1区　第4ベルト　№29"
"Gak-17895","試料番号:№2　2区　1テラス北　"
"Gak-17896","試料番号:№3　2区　2テラス　SI05"
"Gak-17897","試料番号:№4　2区　2テラスSB17　№839"
"Gak-17898","試料番号:№5　2区　3テラス　№787"
"Gak-17899","試料番号:№6　2区　CS-3焼土跡　№2　中心　№283"
"Gak-17900","試料番号:№7　3区　CS-1　№43"
"Gak-17901","試料番号:№8　3区　CS-2グリッド　Pit群"
"Gak-17902","試料番号:№9　A-1区　№62"
"Gak-17903","試料番号:№10　B区　№128"
"Gak-17904","試料番号:№11　B区"
"Gak-17905","試料番号:№12　C区　SB01　P8　№58　"
"Gak-17906","試料番号:№13　C区　№44"
"Gak-17907","試料番号:№14　D区　中層"
"Gak-17930","Bトレンチ　旧流路跡 最下層6層　流木"
"Gak-17943","3区　柱穴124"
"Gak-17944","1区　柱穴13"
"GaK-17983","第6地点"
"GaK-17989","GⅠ地区14号方形周溝墓　北溝"
"Gak-17991","B区　Ⅳ層"
"Gak-18000","C区　Ⅲ層:土石流C"
"Gak-18028","93J区　緑灰色腐植質粘土層上部, 黒色腐植質粘土層下部"
"Gak-18029","93J区　緑灰色腐植質粘土層上部, 黒色腐植質粘土層下部"
"Gak-18030","93J区　緑灰色腐植質粘土層上部, 黒色腐植質粘土層下部"
"Gak-18031","93J区　緑灰色腐植質粘土層上部, 黒色腐植質粘土層下部"
"Gak-18032","93J区　緑灰色腐植質粘土層上部, 黒色腐植質粘土層下部"
"Gak-18033","93J区　緑灰色腐植質粘土層上部, 黒色腐植質粘土層下部"
"Gak-18034","93J区　緑灰色腐植質粘土層上部, 黒色腐植質粘土層下部"
"Gak-18035","93J区　緑灰色腐植質粘土層上部, 黒色腐植質粘土層下部"
"Gak-18036","93J区　緑灰色腐植質粘土層上部, 黒色腐植質粘土層下部"
"Gak-18037","93J区　緑灰色腐植質粘土層上部, 黒色腐植質粘土層下部"
"Gak-18040","第1火葬墓"
"GaK-18121","第2ポイント　Ⅵ層　2-6層"
"GaK-18122","第2ポイント　Ⅵ層　2-10層"
"GaK-18123","第2ポイント　Ⅵ層　2-11層"
"GaK-18125","047号遺構炭化材33"
"GaK-18126","063号遺構炭化材5"
"GaK-18127","075号遺構炭化材99"
"GaK-18128","135号遺構炭化材7"
"GaK-18129","160号遺構炭化材下層"
"GaK-18130","205号遺構炭化材1"
"GaK-18131","218号遺構炭化材4"
"Gak-18154","第2号炭窯跡"
"Gak-18155","第2号炭窯跡"
"Gak-18156","SI02"
"Gak-18157","SK23"
"Gak-18158","SN19"
"Gak-18159","SI21"
"GaK-18160","亜円礫層直上"
"GaK-18165","段丘堆積物　上部"
"GaK-18166","段丘堆積物　下部"
"GaK-18177","4号住居跡　南寄り壁際　床面よりやや上"
"GaK-18181","SK08土坑　底面"
"GaK-18182","SK13土坑　埋土下部"
"GaK-18212","SK1"
"Gak-18217","調査区南側7地点　泥炭層中"
"Gak-18218","調査区南側7地点　泥炭層"
"Gak-18236","木道"
"Gak-18237","木道"
"Gak-18238","木道"
"Gak-18239","木道"
"Gak-18240","木道"
"GaK-18240","第2ポイント　Ⅵ層　白粘土材　自然木"
"Gak-18241","木道"
"Gak-18242","木道"
"Gak-18243","木道"
"Gak-18244","木道"
"Gak-18245","木道"
"Gak-1825","試料№:1　SI08"
"Gak-18251","31号落し穴"
"Gak-18252","C-5地区"
"Gak-18253","C-5地区"
"Gak-18254","C-5地区"
"Gak-18255","C-6地区"
"Gak-18256","C-11地区 木道構築材"
"Gak-18257","C-11地区 木道構築材"
"Gak-18258","C-11地区 木道構築材"
"Gak-18259","C-11地区 木道構築材"
"Gak-18263","F-3地区"
"Gak-18264","F-3地区"
"Gak-18265","F-3地区"
"Gak-18266","E-2地区"
"GaK-18266","SE13"
"Gak-18291","試掘調査地点　暗褐色腐植混じり粘土"
"GaK-18362","SK06　埋積物底部"
"GaK-18363","SK74A　埋積物底部"
"Gak-18382","第Ⅴ地点　B地点　Ⅴ層"
"Gak-18384","J-18-2"
"Gak-18385","J-18-3"
"Gak-18386","H-245-5"
"Gak-18387","H-234-1"
"Gak-18388","J-35-45"
"GaK-18390","SK3"
"Gak-18396","不明"
"GaK-18407","SKF25"
"GaK-18408","SKF29-a"
"GaK-18409","SKF29-b"
"GaK-18410","SKF29-c"
"GaK-18411","SKF33"
"GaK-18412","SKF29"
"GaK-18413","SKF41"
"GaK-18414","SKF43"
"GaK-18415","SKF48-a"
"GaK-18416","SKF48-b"
"GaK-18417","SKF53"
"GaK-18418","不明"
"GaK-18419","不明"
"GaK-18420","不明"
"GaK-18421","不明"
"GaK-18422","不明"
"GaK-18423","不明"
"GaK-18424","不明"
"GaK-18425","不明"
"GaK-18426","不明"
"GaK-18427","不明"
"GaK-18428","第21号住居跡"
"GaK-18429","第25号住居跡"
"GaK-18430","第26号住居跡"
"GaK-18431","第27号住居跡"
"GaK-18432","第44号住居跡"
"GaK-18433","第79号住居跡"
"GaK-18434","第86号住居跡"
"GaK-18435","第19号住居跡"
"GaK-18442","不明"
"GaK-18443","不明"
"Gak-18445","第9号住居跡"
"Gak-18446","性格不明工房跡"
"Gak-18447","第2号住居跡"
"GaK-18448","不明"
"Gak-18454","Ⅱz層上部"
"Gak-18456","Ⅱz層下部"
"Gak-18468","6号住居址"
"Gak-18469","6号住居址"
"Gak-18470","SI08-Pit1　覆土"
"Gak-18471","SI31-Pit3　覆土"
"Gak-18472","SI08-Pit13　覆土"
"Gak-18474","SK37　覆土"
"Gak-18475","SK44　覆土"
"Gak-18476","SK57　覆土"
"GaK-18485","Ⅲ層(深度125〜129cm)"
"Gak-18516","不明"
"Gak-18517","不明"
"Gak-18520","1号火葬墓"
"Gak-18521","ムロ"
"GaK-18522","石組み遺構直下旧表土層と推定される堆積物"
"Gak-18552","陥し穴状遺構　土坑底部"
"GaK-18569","SX14"
"GaK-18609","不明"
"GaK-18610","不明"
"GaK-18613","47G-P1　柱痕"
"GaK-18614","47G-P2　柱痕"
"Gak-18615","13層　泥炭"
"Gak-18617","Ⅸ層(ⅡE-6グリッド)下層　角材"
"Gak-18622","試料№5　橋本一丁田№5"
"Gak-18623","試料№6　橋本一丁田№6"
"Gak-18624","試料№7　橋本一丁田004-15"
"Gak-18625","試料№8　橋本一丁田032-35"
"Gak-18626","試料№9　橋本一丁田116-19"
"Gak-18627","試料№10　橋本一丁田033-9"
"Gak-18657","Lトレンチ　F層"
"Gak-18664","A区　層位Ⅱ"
"Gak-18667","B区　層位Ⅵ"
"GaK-18681","26号集石土坑"
"GaK-18682","6号集石土坑"
"GaK-18684","16号集石土坑"
"Gak-18688","自然堆積層A地点"
"GaK-18689","第16号土壙"
"GaK-18690","第1号住居跡CD間ベルト"
"Gak-18723","砂礫層　杭"
"Gak-18725","黒色砂層〜砂礫層　杭"
"Gak-18726","砂礫層　杭"
"Gak-18733","試料名:サンプル3　第3地点　5層に単独で出土(炭化木11号)"
"Gak-18734","試料名:サンプル4　第2地点　3a層〜4層にかけて､単独で出土(炭化木4号)"
"Gak-18735","試料名:サンプル5　第3地点　3a層中で検出された炉跡1号内上部の覆土(2層相当)から出土"
"Gak-18736","試料名:サンプル6　第3地点　3a層中で検出された炉跡2号内下部の覆土(2層相当)から出土"
"GaK-18745","ⅩⅦ-2層　堆積層中"
"Gak-18772","炭化材集中部"
"Gak-18773","第1号柱穴"
"Gak-18774","ローム層埋没木材"
"Gak-18804","1号集石"
"Gak-18805","3号集石"
"Gak-18807","5号集石"
"Gak-18808","6号集石"
"Gak-18809","7号集石"
"Gak-18810","8号集石"
"Gak-18811","9号集石"
"Gak-18812","11号集石"
"Gak-18813","14号集石"
"Gak-18814","16号集石"
"Gak-18820","今泉霊園試掘調査地点　Ⅳ層"
"Gak-18821","今泉霊園試掘調査地点　Ⅵ層"
"Gak-18822","今泉霊園試掘調査地点　Ⅶ層"
"Gak-18830","10区　第1地点10層"
"Gak-18831","94Ab区　緑灰色腐植質粘土層中"
"Gak-18832","94Ab区　緑灰色腐植質粘土層中"
"Gak-18833","94Ab区　細礫混じり砂層中"
"Gak-18834","94Ba区　細礫混じり砂層中"
"Gak-18835","94Ba区　細礫混じり砂層中"
"GaK-18872","SS-10"
"GaK-18873","SS-16"
"GaK-18874","SS-18"
"Gak-18881","①号トレンチ　Ⅹ層"
"Gak-18882","④号トレンチ　Ⅹ層"
"Gak-18883","⑥号トレンチ　Ⅸ層"
"Gak-18885","中世堀立柱建物11内柱穴"
"Gak-18886","中世堀立柱建物?内　柱穴"
"Gak-18887","中世溝(SD-38)　"
"Gak-18888","中世炭窯"
"Gak-18906","SI03"
"GaK-18908","第3号住居跡Ａ区"
"GaK-18909","第3号住居跡Ｃ区"
"Gak-18915","(12-N)区地表下131-139cm層"
"Gak-18916","(12-N)区地表下181-186cm層"
"Gak-18917","(12-N)区地表下231-238cm層"
"Gak-18918","(14-N)区地表下156-162cm層"
"Gak-18919","(25-L)区　縄文SX-1"
"Gak-18920","(24-M)区　縄文SX No.5"
"Gak-18921","(23-M)区　4号土坑縄文土器"
"Gak-18922","(33-K)区　5号流路Cトレ"
"Gak-18924","(31-J)区　8号土坑"
"Gak-18926","(34-K)区　13号土坑"
"Gak-18928","中屋調査区　掘立柱建物-21　柱根"
"Gak-18929","中屋調査区　竪穴住居-125　"
"GaK-18950","木柱列　柱根"
"GaK-18951","木柱列　柱根"
"GaK-18952","木柱列　柱根"
"GaK-18959","水場内　自然木"
"GaK-18960","水場内　自然木"
"GaK-18976","J-20-1"
"GaK-18977","A-384-2"
"Gak-18984","SD02　底面"
"GaK-18985","2号住居跡"
"GaK-18986","2号住居跡"
"Gak-19078","試料番号:1　A地区旧石器出土周辺"
"Gak-19079","試料番号:2　A地区1号落し穴底近く"
"Gak-19080","試料番号:3　A地区7号落し穴検出面より50cm下"
"Gak-19081","試料番号:4　A地区6号落し穴"
"Gak-19082","試料番号:5　A地区11号落し穴底面上"
"Gak-19083","試料番号:6　A地区12号落し穴"
"Gak-19085","試料番号:8　A地区2号落し穴"
"Gak-19086","試料番号:9　A地区19号落し穴"
"Gak-19087","試料番号:10　A地区14号落し穴"
"Gak-19088","試料番号:11　A地区21号落し穴"
"Gak-19089","試料番号:12　A地区23号落し穴杭穴内"
